Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
0,45,F,2,Graduate,Married,Unknown,Blue,37,6,1,2,14751.2,1153,13089.6,0.965,1211,23,0.917,0.082
0,51,M,2,College,Married,$80K - $120K,Blue,40,4,2,3,8746.5,1673,6820.4,1.5,1261,29,0.589,0.19
0,32,M,0,High School,Unknown,$60K - $80K,Silver,27,2,2,2,29877.0,1395,26596.2,2.227,1538,32,0.729,0.047
0,44,M,4,Unknown,Married,$80K - $120K,Blue,37,5,1,2,4152.3,968,3396.1,1.785,1345,28,1.709,0.232
0,54,M,1,Doctorate,Married,$60K - $80K,Blue,40,2,3,3,8664.3,1408,6985.4,1.352,1316,29,1.395,0.161
0,55,M,3,Graduate,Married,$60K - $80K,Blue,45,4,2,3,4323.6,1515,2707.0,1.473,1348,26,1.715,0.359
0,48,F,2,Graduate,Married,Less than $40K,Blue,36,5,2,2,2404.3,1565,1438.3,0.846,1438,28,0.901,0.62
0,47,M,2,Graduate,Married,$60K - $80K,Blue,42,5,2,0,2378.4,684,1766.8,1.203,1314,38,1.072,0.269
0,42,M,3,Graduate,Married,$40K - $60K,Blue,36,3,1,2,3846.5,1242,2808.1,1.348,1093,19,0.869,0.297
0,44,M,4,Unknown,Married,$80K - $120K,Blue,37,5,1,2,4211.2,972,3318.1,1.764,1346,32,1.718,0.231
0,47,M,3,Uneducated,Married,$60K - $80K,Blue,36,5,2,1,4783.7,1394,3281.3,2.196,1092,19,0.844,0.293
0,53,M,2,Uneducated,Married,$60K - $80K,Blue,48,2,2,1,2524.6,1687,1438.3,1.327,1596,27,0.896,0.682
0,48,F,2,Graduate,Married,Less than $40K,Blue,36,5,2,2,2495.7,1556,1438.3,0.846,1444,31,0.898,0.635
0,48,M,3,High School,Married,$60K - $80K,Blue,36,5,1,2,13104.4,1730,10907.5,0.921,1140,43,1.644,0.139
0,41,M,2,Graduate,Single,$80K - $120K,Blue,36,4,2,3,4158.9,1672,2691.8,1.573,1532,22,0.548,0.388
1,54,F,3,Uneducated,Married,Unknown,Blue,42,5,1,2,1438.3,0,1452.4,0.986,706,14,0.877,0.0
0,54,M,2,Unknown,Married,$80K - $120K,Blue,42,4,2,3,12203.4,0,12396.6,1.04,1106,26,0.754,0.0
0,39,F,1,College,Single,Less than $40K,Blue,28,5,2,2,3058.3,1470,1588.8,0.86,1197,34,0.682,0.47
0,48,M,3,High School,Married,$60K - $80K,Blue,36,5,1,2,12682.7,1725,11219.3,0.949,1142,38,1.605,0.137
0,36,F,3,Graduate,Single,Less than $40K,Blue,24,4,1,3,2329.5,1220,1438.3,0.83,1070,33,0.92,0.508
1,62,F,0,Graduate,Married,Less than $40K,Blue,49,2,3,3,1438.3,0,1438.3,1.061,694,11,0.619,0.0
0,39,F,1,College,Single,Less than $40K,Blue,28,5,2,2,2955.8,1466,1580.5,0.823,1197,33,0.689,0.464
0,39,F,1,College,Single,Less than $40K,Blue,28,5,2,2,3075.6,1472,1547.6,0.835,1203,26,0.664,0.476
0,41,M,2,Graduate,Single,$80K - $120K,Blue,36,4,2,3,4308.4,1670,2580.4,1.556,1534,20,0.561,0.383
0,40,M,1,High School,Married,$60K - $80K,Blue,36,5,2,1,13422.8,0,13840.4,0.581,1030,23,0.562,0.0
0,48,F,2,Graduate,Divorced,Less than $40K,Blue,40,5,3,3,1438.3,0,1473.9,0.662,1061,20,0.662,0.0
0,48,M,3,Graduate,Married,$60K - $80K,Blue,36,5,3,4,2970.7,3,3036.3,1.829,1461,16,0.992,0.0
0,40,F,2,Graduate,Single,Less than $40K,Blue,31,5,2,2,2488.9,1472,1438.3,0.816,1127,29,0.35,0.583
0,47,M,2,Graduate,Married,$60K - $80K,Blue,42,5,2,0,2482.5,684,1815.8,1.17,1312,38,1.035,0.276
0,57,F,2,Graduate,Single,Less than $40K,Blue,36,6,2,2,2388.0,683,1764.5,1.188,1316,31,1.059,0.285
1,58,F,2,High School,Single,Less than $40K,Blue,48,3,3,4,1452.8,0,1513.1,0.48,679,19,0.396,0.0
0,48,M,2,Graduate,Single,$80K - $120K,Blue,36,6,3,3,11532.4,1674,10091.9,1.545,1446,30,0.83,0.148
0,32,M,0,High School,Unknown,$60K - $80K,Silver,27,2,2,2,28619.8,1392,26710.1,2.27,1533,33,0.743,0.048
0,42,M,4,College,Married,$80K - $120K,Blue,31,3,3,2,8334.1,1934,6517.7,0.623,1193,27,0.937,0.226
1,58,F,2,High School,Single,Less than $40K,Blue,48,3,3,4,1438.3,0,1449.3,0.489,682,16,0.397,0.0
0,40,M,3,Uneducated,Married,$60K - $80K,Blue,21,5,1,0,4663.8,0,4837.6,2.197,811,29,2.501,0.0
0,53,M,3,High School,Married,$40K - $60K,Blue,42,3,1,2,3913.9,2044,1991.5,1.456,1008,31,0.732,0.517
0,44,M,2,Graduate,Married,$40K - $60K,Blue,36,3,1,2,4167.6,1246,2755.3,1.378,1084,19,0.875,0.318
0,40,F,4,High School,Unknown,Less than $40K,Blue,34,3,4,1,3315.3,2515,1438.3,1.426,1170,21,2.422,0.788
0,51,M,4,Unknown,Married,$120K +,Gold,46,6,1,3,34033.0,2264,32117.2,1.994,1328,35,0.724,0.067
0,45,F,4,Graduate,Single,Less than $40K,Blue,36,6,1,3,1444.5,0,1438.3,1.016,1203,29,0.645,0.0
1,62,F,0,Graduate,Married,Less than $40K,Blue,49,2,3,3,1438.3,0,1438.3,1.065,691,17,0.602,0.0
1,45,M,3,Graduate,Married,$60K - $80K,Blue,36,4,3,3,1438.3,0,1455.2,0.581,703,10,0.487,0.0
1,66,F,0,Doctorate,Married,Unknown,Blue,56,5,4,3,7978.8,608,7520.0,1.036,602,11,0.496,0.078
0,48,F,2,Graduate,Divorced,Less than $40K,Blue,40,5,3,3,1460.1,0,1449.7,0.674,1056,17,0.669,0.0
0,44,M,4,Unknown,Married,$80K - $120K,Blue,37,5,1,2,4189.1,977,3184.0,1.789,1346,26,1.685,0.23
0,48,M,3,College,Single,$80K - $120K,Blue,36,4,3,3,11643.3,0,11883.7,0.748,1535,15,0.415,0.0
0,44,M,3,Graduate,Married,$40K - $60K,Blue,36,3,3,0,4760.7,0,4901.6,1.542,1082,14,0.499,0.0
0,61,M,1,High School,Married,$40K - $60K,Blue,56,2,2,3,3046.0,1519,1657.5,1.509,1331,35,1.141,0.486
0,48,M,2,Post-Graduate,Single,$80K - $120K,Blue,36,6,2,3,29446.8,2359,27929.9,1.681,1673,25,0.93,0.08
0,48,M,3,High School,Married,$60K - $80K,Blue,36,5,1,2,13037.9,1733,10965.2,0.898,1142,35,1.591,0.137
0,61,M,1,High School,Married,$40K - $60K,Blue,56,2,2,3,3298.0,1515,1651.7,1.45,1335,25,1.127,0.482
0,42,M,3,Graduate,Married,$40K - $60K,Blue,36,3,1,2,3990.0,1242,2798.8,1.396,1093,28,0.824,0.314
0,39,F,1,College,Single,Less than $40K,Blue,28,5,2,2,3070.0,1466,1564.2,0.827,1203,32,0.693,0.479
1,45,M,3,Graduate,Married,$60K - $80K,Blue,36,4,3,3,1447.3,4,1450.4,0.588,702,14,0.479,0.0
0,43,F,2,High School,Single,Less than $40K,Blue,36,4,2,2,1526.9,972,1438.3,1.718,1061,25,0.361,0.657
0,43,F,2,High School,Single,Less than $40K,Blue,36,4,2,2,1470.5,977,1438.3,1.789,1061,31,0.363,0.69
0,36,F,3,Graduate,Single,Less than $40K,Blue,24,4,1,3,2423.8,1221,1438.3,0.842,1067,27,0.911,0.49
0,41,M,3,High School,Single,$80K - $120K,Blue,28,4,1,1,4188.4,5,4238.2,2.553,1528,20,0.79,0.0
0,37,M,3,Uneducated,Single,$60K - $80K,Blue,36,5,3,0,21633.9,0,23124.0,1.167,876,16,0.722,0.0
0,57,M,2,Post-Graduate,Married,$40K - $60K,Blue,48,5,2,0,9489.5,5,9375.5,1.126,1121,22,0.532,0.0
0,45,M,3,High School,Married,$60K - $80K,Blue,39,5,1,3,12499.0,774,11967.5,1.32,1139,40,1.592,0.061
0,39,F,1,College,Single,Less than $40K,Blue,28,5,2,2,2948.7,1463,1597.2,0.845,1196,25,0.673,0.468
0,45,M,3,High School,Married,$60K - $80K,Blue,39,5,1,3,12526.9,775,11576.0,1.325,1149,39,1.675,0.062
0,40,M,3,College,Married,$60K - $80K,Blue,36,4,1,1,17991.2,0,17741.4,1.192,1777,34,0.775,0.0
0,40,F,4,High School,Unknown,Less than $40K,Blue,34,3,4,1,3424.8,2517,1438.3,1.406,1168,24,2.29,0.773
0,49,M,2,Graduate,Married,$40K - $60K,Blue,41,3,2,0,3003.0,2439,1438.3,0.994,1183,25,1.056,0.826
0,49,M,3,Graduate,Married,$80K - $120K,Blue,36,5,1,3,11654.1,1674,9868.9,1.524,1440,33,0.876,0.145
0,45,M,3,High School,Married,$60K - $80K,Blue,39,5,1,3,13066.6,775,12523.6,1.317,1139,38,1.618,0.06
0,44,M,4,Unknown,Married,$80K - $120K,Blue,37,5,1,2,4240.6,969,3225.2,1.748,1352,22,1.717,0.227
0,42,M,2,Graduate,Married,$80K - $120K,Blue,30,6,2,3,18072.2,2268,16184.5,2.032,1780,33,0.757,0.122
1,49,F,2,Graduate,Single,Less than $40K,Blue,36,2,3,3,1482.1,0,1482.7,0.499,655,12,0.455,0.0
0,48,M,3,High School,Married,$60K - $80K,Blue,36,5,1,2,12827.8,1727,11401.8,0.938,1148,42,1.688,0.141
1,56,M,2,Graduate,Single,$60K - $80K,Blue,48,3,4,3,2147.5,0,2283.4,0.387,617,16,0.381,0.0
1,62,F,0,Graduate,Married,Less than $40K,Blue,49,2,3,3,1438.3,0,1473.1,1.041,689,11,0.599,0.0
1,57,F,3,High School,Single,Less than $40K,Blue,48,3,3,4,1438.3,0,1467.8,0.495,678,11,0.399,0.0
0,44,F,1,Graduate,Married,Less than $40K,Blue,36,4,3,2,3221.4,1578,1754.5,1.415,1175,23,2.316,0.466
0,55,M,3,Graduate,Married,$60K - $80K,Blue,45,4,2,3,4312.4,1512,2761.3,1.457,1353,29,1.74,0.351
1,51,F,3,High School,Single,Less than $40K,Blue,36,6,3,3,2605.9,0,2482.3,1.061,933,15,0.494,0.0
0,44,M,4,Unknown,Married,$80K - $120K,Blue,37,5,1,2,4115.6,975,3208.6,1.753,1352,30,1.702,0.223
1,54,F,3,Uneducated,Married,Unknown,Blue,42,5,1,2,1454.5,0,1438.3,0.983,709,14,0.901,0.0
0,41,M,2,Graduate,Single,$80K - $120K,Blue,36,4,2,3,4221.3,1672,2599.1,1.513,1540,23,0.556,0.388
0,50,M,3,Graduate,Married,$80K - $120K,Blue,36,3,1,1,11664.2,1672,10010.4,1.499,1536,31,0.903,0.143
0,44,F,3,Uneducated,Single,Less than $40K,Blue,34,5,2,2,9980.3,0,10240.7,0.556,1047,22,1.581,0.0
1,48,F,3,Graduate,Married,Less than $40K,Blue,36,2,3,4,1438.3,0,1465.8,0.49,632,11,0.385,0.0
0,42,M,3,Graduate,Married,$40K - $60K,Blue,36,3,1,2,4013.9,1248,2767.9,1.339,1092,19,0.854,0.315
1,56,M,2,Graduate,Single,$60K - $80K,Blue,48,3,4,3,2156.6,0,2257.8,0.379,616,10,0.371,0.0
0,45,F,4,Graduate,Single,Less than $40K,Blue,36,6,1,3,1446.1,0,1438.3,1.052,1198,36,0.647,0.0
0,51,M,4,Unknown,Married,$120K +,Gold,46,6,1,3,34481.3,2269,32127.1,1.997,1325,26,0.709,0.067
0,36,F,3,Graduate,Single,Less than $40K,Blue,24,4,1,3,2418.4,1214,1438.3,0.861,1069,28,0.948,0.496
1,56,M,2,Graduate,Single,$60K - $80K,Blue,48,3,4,3,2153.2,0,2111.1,0.387,613,10,0.362,0.0
0,55,M,3,Graduate,Married,$60K - $80K,Blue,45,4,2,3,4185.2,1511,2714.5,1.437,1349,31,1.715,0.357
0,44,M,4,Unknown,Married,$80K - $120K,Blue,37,5,1,2,4298.0,976,3254.1,1.777,1346,26,1.716,0.226
0,43,F,2,High School,Single,Less than $40K,Blue,36,4,2,2,1452.7,974,1438.3,1.768,1064,30,0.347,0.67
0,43,F,2,High School,Single,Less than $40K,Blue,36,4,2,2,1438.3,969,1438.3,1.687,1062,28,0.356,0.681
0,49,M,2,Graduate,Married,$40K - $60K,Blue,41,3,2,0,2956.9,2438,1438.3,1.029,1178,21,1.119,0.832
0,45,M,3,College,Married,$60K - $80K,Blue,36,5,1,1,12881.7,1356,11756.4,0.907,1140,37,1.553,0.105
0,42,F,3,Uneducated,Married,Less than $40K,Blue,32,5,3,2,2319.9,0,2458.6,0.649,961,22,0.357,0.0
0,47,F,4,High School,Single,Less than $40K,Blue,36,3,3,2,2519.1,1560,1438.3,0.607,1121,28,0.335,0.639
0,41,M,2,Graduate,Married,$80K - $120K,Blue,36,4,2,2,8520.6,0,8595.9,2.241,1268,28,0.599,0.0
0,51,M,4,Unknown,Married,$120K +,Gold,46,6,1,3,34516.0,2266,31633.1,1.963,1328,35,0.746,0.069
0,41,M,3,High School,Single,$80K - $120K,Blue,28,4,1,1,4204.8,0,4238.2,2.514,1523,25,0.823,0.0
0,48,M,2,Graduate,Single,$80K - $120K,Blue,36,6,3,3,11235.2,1674,10196.3,1.539,1438,36,0.861,0.147
1,56,M,2,Graduate,Single,$60K - $80K,Blue,48,3,4,3,2121.6,0,2275.7,0.392,610,10,0.374,0.0
0,47,F,4,High School,Single,Less than $40K,Blue,36,3,3,2,2494.4,1559,1438.3,0.58,1128,23,0.368,0.636
0,40,M,3,College,Married,$60K - $80K,Blue,36,4,1,1,18484.5,0,18209.2,1.242,1778,32,0.737,0.0
0,48,F,2,Graduate,Divorced,Less than $40K,Blue,40,5,3,3,1438.3,0,1438.3,0.658,1059,25,0.653,0.0
0,37,M,3,Uneducated,Single,$60K - $80K,Blue,36,5,3,0,22637.5,0,22415.0,1.133,883,22,0.749,0.0
0,48,M,2,Graduate,Single,$80K - $120K,Blue,36,6,3,3,11268.7,1680,9626.1,1.496,1441,33,0.915,0.147
0,61,M,1,High School,Married,$40K - $60K,Blue,56,2,2,3,3188.8,1520,1688.8,1.457,1332,27,1.141,0.479
0,39,F,1,College,Single,Less than $40K,Blue,28,5,2,2,2961.5,1464,1563.4,0.816,1205,25,0.663,0.475
0,40,F,4,High School,Unknown,Less than $40K,Blue,34,3,4,1,3269.8,2516,1438.3,1.393,1176,18,2.431,0.771
0,45,M,3,High School,Married,$60K - $80K,Blue,39,5,1,3,12703.0,781,11534.0,1.327,1145,42,1.677,0.06
1,56,M,2,Graduate,Single,$60K - $80K,Blue,48,3,4,3,2155.3,0,2215.5,0.397,615,10,0.38,0.0
0,40,F,4,High School,Unknown,Less than $40K,Blue,34,3,4,1,3287.5,2512,1438.3,1.431,1171,15,2.295,0.755
0,44,M,4,Unknown,Married,$80K - $120K,Blue,37,5,1,2,4319.2,974,3185.7,1.721,1345,27,1.698,0.229
0,47,F,4,High School,Single,Less than $40K,Blue,36,3,3,2,2463.2,1561,1438.3,0.574,1127,18,0.352,0.636
0,52,M,3,Graduate,Married,$60K - $80K,Blue,40,3,1,0,8689.9,1642,6896.2,1.437,1310,38,1.366,0.189
0,49,F,5,Graduate,Single,Less than $40K,Blue,44,6,1,2,8069.5,868,7654.0,1.502,1286,38,3.822,0.109
0,42,M,3,Graduate,Married,$40K - $60K,Blue,36,3,1,2,4052.5,1251,2854.8,1.37,1085,19,0.861,0.3
0,53,M,2,Uneducated,Married,$60K - $80K,Blue,48,2,2,1,2521.7,1690,1438.3,1.313,1595,26,0.839,0.682
0,46,M,2,Graduate,Married,$60K - $80K,Blue,36,4,1,2,8983.8,1399,7950.1,1.42,1312,28,1.394,0.15
0,44,F,3,Graduate,Single,Less than $40K,Blue,36,4,2,2,3260.2,1917,1438.3,0.872,1168,31,2.348,0.587
0,47,F,4,High School,Single,Less than $40K,Blue,36,3,3,2,2520.8,1559,1438.3,0.557,1126,20,0.358,0.625
0,57,M,2,Post-Graduate,Married,$40K - $60K,Blue,48,5,2,0,9412.6,0,9508.0,1.131,1120,23,0.549,0.0
0,50,M,1,High School,Married,$40K - $60K,Blue,36,3,2,3,4039.8,1359,2695.7,0.942,1006,22,0.733,0.341
0,58,M,0,Graduate,Unknown,$80K - $120K,Blue,49,4,1,3,17779.6,1724,16667.2,0.962,1543,31,0.636,0.096
0,41,M,2,Graduate,Married,$80K - $120K,Blue,36,4,2,2,8650.0,0,8617.7,2.154,1265,24,0.605,0.0
0,41,M,2,Graduate,Married,$80K - $120K,Blue,36,4,2,2,8608.1,0,8599.8,2.141,1267,28,0.592,0.0
0,42,M,2,Graduate,Married,$80K - $120K,Blue,30,6,2,3,18818.5,2266,15841.9,2.049,1775,36,0.77,0.125
1,54,F,3,Uneducated,Married,Unknown,Blue,42,5,1,2,1445.6,0,1438.3,1.003,701,22,0.945,0.0
0,45,F,2,Graduate,Single,Less than $40K,Blue,36,4,3,3,1448.0,0,1438.3,0.69,1337,12,0.674,0.0
0,57,M,2,Post-Graduate,Married,$40K - $60K,Blue,48,5,2,0,9373.1,0,9520.4,1.156,1117,21,0.533,0.0
0,44,F,1,Graduate,Married,Less than $40K,Blue,36,4,3,2,3280.7,1584,1765.7,1.331,1176,30,2.363,0.467
0,51,M,2,College,Married,$80K - $120K,Blue,40,4,2,3,8560.3,1666,6854.1,1.547,1268,31,0.613,0.194
0,41,M,2,Graduate,Married,$80K - $120K,Blue,36,4,2,2,8703.1,0,8892.8,2.24,1269,33,0.61,0.0
1,66,F,0,Doctorate,Married,Unknown,Blue,56,5,4,3,7815.6,601,7237.5,1.071,606,15,0.487,0.078
0,50,M,4,Graduate,Married,$80K - $120K,Blue,36,4,2,2,30543.0,1676,28677.7,1.493,1673,29,0.933,0.054
0,45,F,2,Graduate,Single,Less than $40K,Blue,36,4,3,3,1498.0,0,1438.3,0.703,1337,22,0.689,0.0
0,37,M,3,College,Married,$40K - $60K,Blue,36,3,3,0,9262.6,1646,7095.4,1.431,1300,30,1.366,0.178
0,44,F,3,Uneducated,Single,Less than $40K,Blue,34,5,2,2,10034.1,0,10278.6,0.528,1050,16,1.609,0.0
0,48,M,3,College,Single,$80K - $120K,Blue,36,4,3,3,12062.0,0,11952.6,0.738,1542,13,0.425,0.0
0,57,M,2,Post-Graduate,Married,$40K - $60K,Blue,48,5,2,0,9373.9,0,9397.8,1.135,1117,18,0.534,0.0
0,37,M,3,Uneducated,Single,$60K - $80K,Blue,36,5,3,0,21440.9,0,22381.9,1.1,885,16,0.73,0.0
1,51,F,1,Graduate,Single,Less than $40K,Blue,43,6,2,3,1722.6,0,1776.1,1.068,698,17,0.613,0.0
0,49,F,5,Graduate,Single,Less than $40K,Blue,44,6,1,2,7947.1,865,7161.0,1.567,1287,28,3.731,0.108
0,58,M,0,Graduate,Unknown,$80K - $120K,Blue,49,4,1,3,17870.5,1733,16095.9,0.919,1534,32,0.647,0.096
0,48,F,2,Graduate,Married,Less than $40K,Blue,36,5,2,2,2492.9,1558,1438.3,0.853,1445,27,0.877,0.619
0,42,M,1,Graduate,Married,$40K - $60K,Blue,36,4,2,2,4144.4,1468,2479.2,0.807,1085,34,0.868,0.364
0,43,F,2,High School,Single,Less than $40K,Blue,36,4,2,2,1447.7,974,1438.3,1.754,1062,26,0.355,0.687
0,32,M,0,High School,Unknown,$60K - $80K,Silver,27,2,2,2,28953.6,1395,26933.9,2.202,1535,38,0.717,0.047
1,57,F,3,High School,Single,Less than $40K,Blue,48,3,3,4,1462.2,0,1451.7,0.513,683,11,0.39,0.0
1,51,F,3,High School,Single,Less than $40K,Blue,36,6,3,3,2399.0,0,2508.2,1.018,930,19,0.503,0.0
0,50,M,4,Graduate,Married,$80K - $120K,Blue,36,4,2,2,30510.1,1681,27763.2,1.569,1675,34,0.914,0.054
0,43,F,2,High School,Single,Less than $40K,Blue,36,4,2,2,1460.5,969,1438.3,1.8,1054,27,0.348,0.701
0,40,M,3,College,Married,$60K - $80K,Blue,36,4,1,1,17845.2,0,18118.8,1.2,1784,31,0.753,0.0
0,51,M,4,Unknown,Married,$120K +,Gold,46,6,1,3,34516.0,2263,31729.4,2.044,1329,27,0.707,0.067
0,53,M,3,High School,Married,$40K - $60K,Blue,42,3,1,2,4037.1,2049,1972.9,1.453,1014,30,0.782,0.512
0,39,F,1,College,Single,Less than $40K,Blue,28,5,2,2,3009.8,1471,1604.0,0.837,1198,29,0.698,0.473
0,41,F,3,High School,Single,Less than $40K,Blue,33,3,2,1,1456.5,972,1438.3,1.763,1062,28,0.367,0.676
0,44,F,3,Uneducated,Single,Less than $40K,Blue,34,5,2,2,10558.7,0,10112.5,0.538,1051,13,1.533,0.0
0,55,F,3,Graduate,Married,Less than $40K,Blue,36,3,3,4,1443.5,0,1450.6,0.634,1062,22,0.354,0.0
0,49,M,3,Graduate,Married,$80K - $120K,Blue,36,5,1,3,11713.9,1674,10117.3,1.505,1445,27,0.859,0.147
1,47,M,1,Doctorate,Divorced,$60K - $80K,Blue,42,5,2,0,2172.9,0,2200.7,0.411,692,18,0.592,0.0
0,55,F,3,Graduate,Married,Less than $40K,Blue,36,3,3,4,1438.3,0,1438.3,0.617,1062,21,0.347,0.0
0,48,M,2,Graduate,Single,$80K - $120K,Blue,36,6,3,3,11849.6,1674,9813.8,1.5,1442,30,0.904,0.143
1,52,F,2,Graduate,Married,Less than $40K,Blue,44,3,3,3,1438.3,0,1440.8,0.455,646,10,0.397,0.0
0,47,F,4,High School,Single,Less than $40K,Blue,36,3,3,2,2495.6,1564,1438.3,0.587,1128,22,0.361,0.618
1,49,F,2,Graduate,Single,Less than $40K,Blue,36,2,3,3,1438.3,0,1438.3,0.507,655,10,0.455,0.0
1,62,F,0,Graduate,Married,Less than $40K,Blue,49,2,3,3,1452.1,0,1450.9,1.046,695,19,0.628,0.0
0,40,M,1,High School,Married,$60K - $80K,Blue,36,5,2,1,13771.3,0,13927.3,0.585,1039,21,0.554,0.0
1,62,F,0,Graduate,Married,Less than $40K,Blue,49,2,3,3,1468.1,0,1438.3,1.065,695,16,0.615,0.0
0,55,F,3,Graduate,Married,Less than $40K,Blue,36,3,3,4,1438.3,0,1438.3,0.592,1059,19,0.361,0.0
0,47,M,2,Graduate,Single,$80K - $120K,Blue,36,5,1,2,11715.4,2256,9638.9,1.997,1540,32,0.409,0.191
0,40,F,4,High School,Unknown,Less than $40K,Blue,34,3,4,1,3248.1,2517,1438.3,1.411,1167,24,2.38,0.78
0,47,F,4,High School,Single,Less than $40K,Blue,36,3,3,2,2469.9,1559,1438.3,0.587,1129,18,0.355,0.631
0,41,M,3,High School,Single,$80K - $120K,Blue,28,4,1,1,4302.2,0,4207.8,2.444,1519,20,0.829,0.0
0,36,F,3,Graduate,Single,Less than $40K,Blue,24,4,1,3,2466.8,1222,1438.3,0.82,1062,29,0.902,0.5
0,40,F,4,High School,Unknown,Less than $40K,Blue,34,3,4,1,3251.9,2516,1438.3,1.422,1168,20,2.299,0.774
0,55,F,1,Graduate,Married,Unknown,Blue,36,2,3,4,15041.1,2050,12574.4,1.424,1184,21,1.171,0.143
0,57,M,2,Post-Graduate,Married,$40K - $60K,Blue,48,5,2,0,9707.2,0,9299.9,1.117,1120,18,0.533,0.0
1,45,M,3,Graduate,Married,$60K - $80K,Blue,36,4,3,3,1450.2,0,1438.3,0.564,697,10,0.508,0.0
0,48,M,3,College,Single,$80K - $120K,Blue,36,4,3,3,12221.1,0,11554.4,0.748,1542,19,0.41,0.0
0,41,M,3,High School,Single,$80K - $120K,Blue,28,4,1,1,4203.9,0,4280.5,2.438,1528,20,0.82,0.0
0,49,M,3,Graduate,Married,$80K - $120K,Blue,36,5,1,3,11365.8,1674,10303.3,1.457,1439,31,0.901,0.145
1,62,F,0,Graduate,Married,Less than $40K,Blue,49,2,3,3,1438.3,0,1447.6,1.066,690,17,0.584,0.0
0,44,M,3,Graduate,Married,$40K - $60K,Blue,36,3,3,0,4930.2,0,4762.8,1.549,1086,20,0.496,0.0
0,48,M,2,Post-Graduate,Single,$80K - $120K,Blue,36,6,2,3,30764.4,2358,27841.6,1.73,1673,31,0.93,0.078
0,36,F,3,Graduate,Single,Less than $40K,Blue,24,4,1,3,2427.3,1221,1438.3,0.833,1071,29,0.919,0.482
0,44,F,3,Graduate,Single,Less than $40K,Blue,36,4,2,2,3331.6,1923,1438.3,0.862,1169,26,2.325,0.597
0,49,M,3,Graduate,Married,$80K - $120K,Blue,36,5,1,3,11393.6,1673,9963.5,1.524,1440,30,0.889,0.143
0,41,M,2,Graduate,Single,$80K - $120K,Blue,36,4,2,3,4486.2,1669,2598.6,1.566,1534,29,0.57,0.39
0,48,M,3,College,Single,$80K - $120K,Blue,36,4,3,3,11809.4,0,12531.2,0.761,1539,12,0.423,0.0
0,46,M,3,Graduate,Married,$60K - $80K,Blue,36,4,1,2,9471.7,1401,8095.1,1.334,1308,37,1.33,0.152
0,61,M,1,High School,Married,$40K - $60K,Blue,56,2,2,3,3239.3,1514,1652.8,1.443,1338,33,1.137,0.447
0,40,M,1,High School,Married,$60K - $80K,Blue,36,5,2,1,13811.6,0,13563.3,0.589,1034,19,0.585,0.0
0,47,F,4,High School,Single,Less than $40K,Blue,36,3,3,2,2503.2,1559,1438.3,0.59,1130,20,0.359,0.625
0,57,M,2,Post-Graduate,Married,$40K - $60K,Blue,48,5,2,0,9301.6,0,9472.4,1.16,1120,27,0.518,0.0
0,42,M,2,Graduate,Married,$80K - $120K,Blue,30,6,2,3,18562.4,2261,15661.2,2.006,1776,39,0.77,0.127
0,61,M,1,High School,Married,$40K - $60K,Blue,56,2,2,3,3313.2,1513,1708.8,1.443,1340,34,1.098,0.466
0,55,M,3,Graduate,Married,$60K - $80K,Blue,45,4,2,3,4347.9,1516,2682.7,1.482,1352,27,1.702,0.364
0,37,M,3,Uneducated,Single,$60K - $80K,Blue,36,5,3,0,23064.2,0,23189.4,1.131,881,21,0.755,0.0
0,49,M,3,College,Married,$80K - $120K,Blue,36,5,1,3,11536.8,1935,9935.1,0.619,1437,28,0.865,0.17
0,63,M,1,High School,Married,$60K - $80K,Blue,56,3,3,2,3148.4,1919,1438.3,0.889,1005,27,0.569,0.59
1,48,F,3,Graduate,Married,Less than $40K,Blue,36,2,3,4,1438.3,0,1475.2,0.485,631,10,0.391,0.0
0,37,M,3,Uneducated,Single,$60K - $80K,Blue,36,5,3,0,22376.9,0,22382.3,1.112,879,14,0.705,0.0
0,48,F,2,Graduate,Divorced,Less than $40K,Blue,40,5,3,3,1469.8,0,1462.8,0.667,1051,16,0.659,0.0
1,50,F,2,Graduate,Married,Less than $40K,Blue,40,4,3,3,1438.3,0,1452.2,0.413,618,13,0.354,0.0
0,44,M,4,Unknown,Married,$80K - $120K,Blue,37,5,1,2,4363.5,967,3206.8,1.781,1346,30,1.678,0.228
1,56,M,2,Graduate,Single,$60K - $80K,Blue,48,3,4,3,2186.1,2,2164.8,0.391,616,10,0.373,0.0
1,62,F,0,Graduate,Married,Less than $40K,Blue,49,2,3,3,1438.3,0,1467.9,1.054,693,17,0.609,0.0
0,57,M,2,Post-Graduate,Married,$40K - $60K,Blue,48,5,2,0,9259.7,0,9387.7,1.183,1124,22,0.537,0.0
0,54,M,2,Unknown,Married,$80K - $120K,Blue,42,4,2,3,11812.7,0,12118.4,1.098,1106,18,0.754,0.0
0,48,F,2,Graduate,Divorced,Less than $40K,Blue,40,5,3,3,1462.0,0,1438.3,0.676,1051,23,0.662,0.0
